symbol,name,time,epsEstimate,reportedEps,suprise,date
SINA,SINA Corp,TAS,0.47,-,-,2019-09-04
CBAT,CBAK Energy Technology Inc,Time Not Supplied,-,-,-,2019-09-04
MDP,Meredith Corp,Before Market Open,1.18,-,-,2019-09-04
PDEX,Pro-Dex Inc,Time Not Supplied,0.12,-,-,2019-09-04
EVOL,Evolving Systems Inc,After Market Close,-,-,-,2019-09-04
IFNY,Infinity Energy Resources Inc,Time Not Supplied,-,-,-,2019-09-04
FN,Fabrinet,After Market Close,0.94,-,-,2019-09-04
FCRE,FC Global Realty Inc,Time Not Supplied,-,-,-,2019-09-04
XYF,X Financial,Before Market Open,0.22,-,-,2019-09-04
ORGN,Origen Financial Inc,After Market Close,-,-,-,2019-09-04
GTHP,Guided Therapeutics Inc,Time Not Supplied,-,-,-,2019-09-04
PHIL,PHI Group Inc,Time Not Supplied,-,-,-,2019-09-04
LEJU,Leju Holdings Ltd,Before Market Open,-,-,-,2019-09-04
INND,Innerscope Hearing Technologies Inc,Time Not Supplied,-,-,-,2019-09-04
TRNX,Taronis Technologies Inc,TAS,-0.08,-,-,2019-09-04
IQ,IQIYI Inc,After Market Close,-0.44,-,-,2019-09-04
USATP,USA Technologies Inc,Before Market Open,-,-,-,2019-09-04
INSYQ,INSYS Therapeutics Inc,After Market Close,-0.15,-,-,2019-09-04
IGOI,iGO Inc,After Market Close,-,-,-,2019-09-04
POAI,Predictive Oncology Inc,TAS,-,-,-,2019-09-04
AURX,Nuo Therapeutics Inc,After Market Close,-,-,-,2019-09-04
VYEY,Victory Oilfield Tech Inc,Time Not Supplied,-,-,-,2019-09-04
LQMT,Liquidmetal Technologies Inc,After Market Close,-,-,-,2019-09-04
MRUS,Merus NV,After Market Close,-0.53,-,-,2019-09-04
QIWI,Qiwi PLC,Before Market Open,0.3,-,-,2019-09-04
VNET,21Vianet Group Inc,After Market Close,-0.02,-,-,2019-09-05
MCOA,Marijuana Company Of America Inc,Time Not Supplied,-,-,-,2019-09-05
IDSA,Industrial Services of America Inc,After Market Close,-,-,-,2019-09-05
AMRS,Amyris Inc,After Market Close,-0.42,-,-,2019-09-05
ACLZ,Accelerize Inc,Time Not Supplied,-,-,-,2019-09-05
PVT,Pivotal Acquisition Corp,Time Not Supplied,-,-,-,2019-09-05
BIDU,Baidu Inc,After Market Close,0.87,-,-,2019-09-05
TVTV,Wherevertv Broadcasting Corporation Inc,Time Not Supplied,-,-,-,2019-09-05
BISA,Baltic International USA Inc,Time Not Supplied,-,-,-,2019-09-05
SB,Safe Bulkers Inc,Before Market Open,0.02,-,-,2019-09-05
CLDPQ,Cloud Peak Energy Inc,After Market Close,-0.12,-,-,2019-09-05
SNZYQ,Sanchez Energy Corp,Before Market Open,-,-,-,2019-09-05
DGSE,DGSE Companies Inc,After Market Close,-,-,-,2019-09-05
CLWY,Calloway's Nursery Inc,Time Not Supplied,-,-,-,2019-09-05
EL,Estee Lauder Companies Inc,TAS,0.52,-,-,2019-09-05
SNEC,Sanchez Energy Corp,Before Market Open,-0.1,-,-,2019-09-05
WB,Weibo Corp,TAS,0.59,-,-,2019-09-05
RGS,Regis Corp,Before Market Open,0.17,-,-,2019-09-05
HMI,Huami Corp,Before Market Open,0.24,-,-,2019-09-05
TWER,Towerstream Corp,After Market Close,-,-,-,2019-09-05
SINA,SINA Corp,TAS,0.47,-,-,2019-09-05
CBAT,CBAK Energy Technology Inc,Time Not Supplied,-,-,-,2019-09-05
MDP,Meredith Corp,Before Market Open,1.18,-,-,2019-09-05
PDEX,Pro-Dex Inc,Time Not Supplied,0.12,-,-,2019-09-05
EVOL,Evolving Systems Inc,After Market Close,-,-,-,2019-09-05
IFNY,Infinity Energy Resources Inc,Time Not Supplied,-,-,-,2019-09-05
FN,Fabrinet,After Market Close,0.94,-,-,2019-09-05
FCRE,FC Global Realty Inc,Time Not Supplied,-,-,-,2019-09-05
XYF,X Financial,Before Market Open,0.22,-,-,2019-09-05
ORGN,Origen Financial Inc,After Market Close,-,-,-,2019-09-05
GTHP,Guided Therapeutics Inc,Time Not Supplied,-,-,-,2019-09-05
PHIL,PHI Group Inc,Time Not Supplied,-,-,-,2019-09-05
LEJU,Leju Holdings Ltd,Before Market Open,-,-,-,2019-09-05
INND,Innerscope Hearing Technologies Inc,Time Not Supplied,-,-,-,2019-09-05
TRNX,Taronis Technologies Inc,TAS,-0.08,-,-,2019-09-05
IQ,IQIYI Inc,After Market Close,-0.44,-,-,2019-09-05
USATP,USA Technologies Inc,Before Market Open,-,-,-,2019-09-05
INSYQ,INSYS Therapeutics Inc,After Market Close,-0.15,-,-,2019-09-05
IGOI,iGO Inc,After Market Close,-,-,-,2019-09-05
POAI,Predictive Oncology Inc,TAS,-,-,-,2019-09-05
AURX,Nuo Therapeutics Inc,After Market Close,-,-,-,2019-09-05
VYEY,Victory Oilfield Tech Inc,Time Not Supplied,-,-,-,2019-09-05
LQMT,Liquidmetal Technologies Inc,After Market Close,-,-,-,2019-09-05
MRUS,Merus NV,After Market Close,-0.53,-,-,2019-09-05
QIWI,Qiwi PLC,Before Market Open,0.3,-,-,2019-09-05
VNET,21Vianet Group Inc,After Market Close,-0.02,-,-,2019-09-06
MCOA,Marijuana Company Of America Inc,Time Not Supplied,-,-,-,2019-09-06
IDSA,Industrial Services of America Inc,After Market Close,-,-,-,2019-09-06
AMRS,Amyris Inc,After Market Close,-0.42,-,-,2019-09-06
ACLZ,Accelerize Inc,Time Not Supplied,-,-,-,2019-09-06
PVT,Pivotal Acquisition Corp,Time Not Supplied,-,-,-,2019-09-06
BIDU,Baidu Inc,After Market Close,0.87,-,-,2019-09-06
TVTV,Wherevertv Broadcasting Corporation Inc,Time Not Supplied,-,-,-,2019-09-06
BISA,Baltic International USA Inc,Time Not Supplied,-,-,-,2019-09-06
SB,Safe Bulkers Inc,Before Market Open,0.02,-,-,2019-09-06
CLDPQ,Cloud Peak Energy Inc,After Market Close,-0.12,-,-,2019-09-06
SNZYQ,Sanchez Energy Corp,Before Market Open,-,-,-,2019-09-06
DGSE,DGSE Companies Inc,After Market Close,-,-,-,2019-09-06
CLWY,Calloway's Nursery Inc,Time Not Supplied,-,-,-,2019-09-06
EL,Estee Lauder Companies Inc,TAS,0.52,-,-,2019-09-06
SNEC,Sanchez Energy Corp,Before Market Open,-0.1,-,-,2019-09-06
WB,Weibo Corp,TAS,0.59,-,-,2019-09-06
RGS,Regis Corp,Before Market Open,0.17,-,-,2019-09-06
HMI,Huami Corp,Before Market Open,0.24,-,-,2019-09-06
TWER,Towerstream Corp,After Market Close,-,-,-,2019-09-06
SINA,SINA Corp,TAS,0.47,-,-,2019-09-06
CBAT,CBAK Energy Technology Inc,Time Not Supplied,-,-,-,2019-09-06
MDP,Meredith Corp,Before Market Open,1.18,-,-,2019-09-06
PDEX,Pro-Dex Inc,Time Not Supplied,0.12,-,-,2019-09-06
EVOL,Evolving Systems Inc,After Market Close,-,-,-,2019-09-06
IFNY,Infinity Energy Resources Inc,Time Not Supplied,-,-,-,2019-09-06
FN,Fabrinet,After Market Close,0.94,-,-,2019-09-06
FCRE,FC Global Realty Inc,Time Not Supplied,-,-,-,2019-09-06
XYF,X Financial,Before Market Open,0.22,-,-,2019-09-06
ORGN,Origen Financial Inc,After Market Close,-,-,-,2019-09-06
GTHP,Guided Therapeutics Inc,Time Not Supplied,-,-,-,2019-09-06
PHIL,PHI Group Inc,Time Not Supplied,-,-,-,2019-09-06
LEJU,Leju Holdings Ltd,Before Market Open,-,-,-,2019-09-06
INND,Innerscope Hearing Technologies Inc,Time Not Supplied,-,-,-,2019-09-06
TRNX,Taronis Technologies Inc,TAS,-0.08,-,-,2019-09-06
IQ,IQIYI Inc,After Market Close,-0.44,-,-,2019-09-06
USATP,USA Technologies Inc,Before Market Open,-,-,-,2019-09-06
INSYQ,INSYS Therapeutics Inc,After Market Close,-0.15,-,-,2019-09-06
IGOI,iGO Inc,After Market Close,-,-,-,2019-09-06
POAI,Predictive Oncology Inc,TAS,-,-,-,2019-09-06
AURX,Nuo Therapeutics Inc,After Market Close,-,-,-,2019-09-06
VYEY,Victory Oilfield Tech Inc,Time Not Supplied,-,-,-,2019-09-06
LQMT,Liquidmetal Technologies Inc,After Market Close,-,-,-,2019-09-06
MRUS,Merus NV,After Market Close,-0.53,-,-,2019-09-06
QIWI,Qiwi PLC,Before Market Open,0.3,-,-,2019-09-06
VNET,21Vianet Group Inc,After Market Close,-0.02,-,-,2019-09-07
MCOA,Marijuana Company Of America Inc,Time Not Supplied,-,-,-,2019-09-07
IDSA,Industrial Services of America Inc,After Market Close,-,-,-,2019-09-07
AMRS,Amyris Inc,After Market Close,-0.42,-,-,2019-09-07
ACLZ,Accelerize Inc,Time Not Supplied,-,-,-,2019-09-07
PVT,Pivotal Acquisition Corp,Time Not Supplied,-,-,-,2019-09-07
BIDU,Baidu Inc,After Market Close,0.87,-,-,2019-09-07
TVTV,Wherevertv Broadcasting Corporation Inc,Time Not Supplied,-,-,-,2019-09-07
BISA,Baltic International USA Inc,Time Not Supplied,-,-,-,2019-09-07
SB,Safe Bulkers Inc,Before Market Open,0.02,-,-,2019-09-07
CLDPQ,Cloud Peak Energy Inc,After Market Close,-0.12,-,-,2019-09-07
SNZYQ,Sanchez Energy Corp,Before Market Open,-,-,-,2019-09-07
DGSE,DGSE Companies Inc,After Market Close,-,-,-,2019-09-07
CLWY,Calloway's Nursery Inc,Time Not Supplied,-,-,-,2019-09-07
EL,Estee Lauder Companies Inc,TAS,0.52,-,-,2019-09-07
SNEC,Sanchez Energy Corp,Before Market Open,-0.1,-,-,2019-09-07
WB,Weibo Corp,TAS,0.59,-,-,2019-09-07
RGS,Regis Corp,Before Market Open,0.17,-,-,2019-09-07
HMI,Huami Corp,Before Market Open,0.24,-,-,2019-09-07
TWER,Towerstream Corp,After Market Close,-,-,-,2019-09-07
SINA,SINA Corp,TAS,0.47,-,-,2019-09-07
CBAT,CBAK Energy Technology Inc,Time Not Supplied,-,-,-,2019-09-07
MDP,Meredith Corp,Before Market Open,1.18,-,-,2019-09-07
PDEX,Pro-Dex Inc,Time Not Supplied,0.12,-,-,2019-09-07
EVOL,Evolving Systems Inc,After Market Close,-,-,-,2019-09-07
IFNY,Infinity Energy Resources Inc,Time Not Supplied,-,-,-,2019-09-07
FN,Fabrinet,After Market Close,0.94,-,-,2019-09-07
FCRE,FC Global Realty Inc,Time Not Supplied,-,-,-,2019-09-07
XYF,X Financial,Before Market Open,0.22,-,-,2019-09-07
ORGN,Origen Financial Inc,After Market Close,-,-,-,2019-09-07
GTHP,Guided Therapeutics Inc,Time Not Supplied,-,-,-,2019-09-07
PHIL,PHI Group Inc,Time Not Supplied,-,-,-,2019-09-07
LEJU,Leju Holdings Ltd,Before Market Open,-,-,-,2019-09-07
INND,Innerscope Hearing Technologies Inc,Time Not Supplied,-,-,-,2019-09-07
TRNX,Taronis Technologies Inc,TAS,-0.08,-,-,2019-09-07
IQ,IQIYI Inc,After Market Close,-0.44,-,-,2019-09-07
USATP,USA Technologies Inc,Before Market Open,-,-,-,2019-09-07
INSYQ,INSYS Therapeutics Inc,After Market Close,-0.15,-,-,2019-09-07
IGOI,iGO Inc,After Market Close,-,-,-,2019-09-07
POAI,Predictive Oncology Inc,TAS,-,-,-,2019-09-07
AURX,Nuo Therapeutics Inc,After Market Close,-,-,-,2019-09-07
VYEY,Victory Oilfield Tech Inc,Time Not Supplied,-,-,-,2019-09-07
LQMT,Liquidmetal Technologies Inc,After Market Close,-,-,-,2019-09-07
MRUS,Merus NV,After Market Close,-0.53,-,-,2019-09-07
QIWI,Qiwi PLC,Before Market Open,0.3,-,-,2019-09-07
VNET,21Vianet Group Inc,After Market Close,-0.02,-,-,2019-09-08
MCOA,Marijuana Company Of America Inc,Time Not Supplied,-,-,-,2019-09-08
IDSA,Industrial Services of America Inc,After Market Close,-,-,-,2019-09-08
AMRS,Amyris Inc,After Market Close,-0.42,-,-,2019-09-08
ACLZ,Accelerize Inc,Time Not Supplied,-,-,-,2019-09-08
PVT,Pivotal Acquisition Corp,Time Not Supplied,-,-,-,2019-09-08
BIDU,Baidu Inc,After Market Close,0.87,-,-,2019-09-08
TVTV,Wherevertv Broadcasting Corporation Inc,Time Not Supplied,-,-,-,2019-09-08
BISA,Baltic International USA Inc,Time Not Supplied,-,-,-,2019-09-08
SB,Safe Bulkers Inc,Before Market Open,0.02,-,-,2019-09-08
CLDPQ,Cloud Peak Energy Inc,After Market Close,-0.12,-,-,2019-09-08
SNZYQ,Sanchez Energy Corp,Before Market Open,-,-,-,2019-09-08
DGSE,DGSE Companies Inc,After Market Close,-,-,-,2019-09-08
CLWY,Calloway's Nursery Inc,Time Not Supplied,-,-,-,2019-09-08
EL,Estee Lauder Companies Inc,TAS,0.52,-,-,2019-09-08
SNEC,Sanchez Energy Corp,Before Market Open,-0.1,-,-,2019-09-08
WB,Weibo Corp,TAS,0.59,-,-,2019-09-08
RGS,Regis Corp,Before Market Open,0.17,-,-,2019-09-08
HMI,Huami Corp,Before Market Open,0.24,-,-,2019-09-08
TWER,Towerstream Corp,After Market Close,-,-,-,2019-09-08
SINA,SINA Corp,TAS,0.47,-,-,2019-09-08
CBAT,CBAK Energy Technology Inc,Time Not Supplied,-,-,-,2019-09-08
MDP,Meredith Corp,Before Market Open,1.18,-,-,2019-09-08
PDEX,Pro-Dex Inc,Time Not Supplied,0.12,-,-,2019-09-08
EVOL,Evolving Systems Inc,After Market Close,-,-,-,2019-09-08
IFNY,Infinity Energy Resources Inc,Time Not Supplied,-,-,-,2019-09-08
FN,Fabrinet,After Market Close,0.94,-,-,2019-09-08
FCRE,FC Global Realty Inc,Time Not Supplied,-,-,-,2019-09-08
XYF,X Financial,Before Market Open,0.22,-,-,2019-09-08
ORGN,Origen Financial Inc,After Market Close,-,-,-,2019-09-08
GTHP,Guided Therapeutics Inc,Time Not Supplied,-,-,-,2019-09-08
PHIL,PHI Group Inc,Time Not Supplied,-,-,-,2019-09-08
LEJU,Leju Holdings Ltd,Before Market Open,-,-,-,2019-09-08
INND,Innerscope Hearing Technologies Inc,Time Not Supplied,-,-,-,2019-09-08
TRNX,Taronis Technologies Inc,TAS,-0.08,-,-,2019-09-08
IQ,IQIYI Inc,After Market Close,-0.44,-,-,2019-09-08
USATP,USA Technologies Inc,Before Market Open,-,-,-,2019-09-08
INSYQ,INSYS Therapeutics Inc,After Market Close,-0.15,-,-,2019-09-08
IGOI,iGO Inc,After Market Close,-,-,-,2019-09-08
POAI,Predictive Oncology Inc,TAS,-,-,-,2019-09-08
AURX,Nuo Therapeutics Inc,After Market Close,-,-,-,2019-09-08
VYEY,Victory Oilfield Tech Inc,Time Not Supplied,-,-,-,2019-09-08
LQMT,Liquidmetal Technologies Inc,After Market Close,-,-,-,2019-09-08
MRUS,Merus NV,After Market Close,-0.53,-,-,2019-09-08
QIWI,Qiwi PLC,Before Market Open,0.3,-,-,2019-09-08
VNET,21Vianet Group Inc,After Market Close,-0.02,-,-,2019-09-09
MCOA,Marijuana Company Of America Inc,Time Not Supplied,-,-,-,2019-09-09
IDSA,Industrial Services of America Inc,After Market Close,-,-,-,2019-09-09
AMRS,Amyris Inc,After Market Close,-0.42,-,-,2019-09-09
ACLZ,Accelerize Inc,Time Not Supplied,-,-,-,2019-09-09
PVT,Pivotal Acquisition Corp,Time Not Supplied,-,-,-,2019-09-09
BIDU,Baidu Inc,After Market Close,0.87,-,-,2019-09-09
TVTV,Wherevertv Broadcasting Corporation Inc,Time Not Supplied,-,-,-,2019-09-09
BISA,Baltic International USA Inc,Time Not Supplied,-,-,-,2019-09-09
SB,Safe Bulkers Inc,Before Market Open,0.02,-,-,2019-09-09
CLDPQ,Cloud Peak Energy Inc,After Market Close,-0.12,-,-,2019-09-09
SNZYQ,Sanchez Energy Corp,Before Market Open,-,-,-,2019-09-09
DGSE,DGSE Companies Inc,After Market Close,-,-,-,2019-09-09
CLWY,Calloway's Nursery Inc,Time Not Supplied,-,-,-,2019-09-09
EL,Estee Lauder Companies Inc,TAS,0.52,-,-,2019-09-09
SNEC,Sanchez Energy Corp,Before Market Open,-0.1,-,-,2019-09-09
WB,Weibo Corp,TAS,0.59,-,-,2019-09-09
RGS,Regis Corp,Before Market Open,0.17,-,-,2019-09-09
HMI,Huami Corp,Before Market Open,0.24,-,-,2019-09-09
TWER,Towerstream Corp,After Market Close,-,-,-,2019-09-09
SINA,SINA Corp,TAS,0.47,-,-,2019-09-09
CBAT,CBAK Energy Technology Inc,Time Not Supplied,-,-,-,2019-09-09
MDP,Meredith Corp,Before Market Open,1.18,-,-,2019-09-09
PDEX,Pro-Dex Inc,Time Not Supplied,0.12,-,-,2019-09-09
EVOL,Evolving Systems Inc,After Market Close,-,-,-,2019-09-09
IFNY,Infinity Energy Resources Inc,Time Not Supplied,-,-,-,2019-09-09
FN,Fabrinet,After Market Close,0.94,-,-,2019-09-09
FCRE,FC Global Realty Inc,Time Not Supplied,-,-,-,2019-09-09
XYF,X Financial,Before Market Open,0.22,-,-,2019-09-09
ORGN,Origen Financial Inc,After Market Close,-,-,-,2019-09-09
GTHP,Guided Therapeutics Inc,Time Not Supplied,-,-,-,2019-09-09
PHIL,PHI Group Inc,Time Not Supplied,-,-,-,2019-09-09
LEJU,Leju Holdings Ltd,Before Market Open,-,-,-,2019-09-09
INND,Innerscope Hearing Technologies Inc,Time Not Supplied,-,-,-,2019-09-09
TRNX,Taronis Technologies Inc,TAS,-0.08,-,-,2019-09-09
IQ,IQIYI Inc,After Market Close,-0.44,-,-,2019-09-09
USATP,USA Technologies Inc,Before Market Open,-,-,-,2019-09-09
INSYQ,INSYS Therapeutics Inc,After Market Close,-0.15,-,-,2019-09-09
IGOI,iGO Inc,After Market Close,-,-,-,2019-09-09
POAI,Predictive Oncology Inc,TAS,-,-,-,2019-09-09
AURX,Nuo Therapeutics Inc,After Market Close,-,-,-,2019-09-09
VYEY,Victory Oilfield Tech Inc,Time Not Supplied,-,-,-,2019-09-09
LQMT,Liquidmetal Technologies Inc,After Market Close,-,-,-,2019-09-09
MRUS,Merus NV,After Market Close,-0.53,-,-,2019-09-09
QIWI,Qiwi PLC,Before Market Open,0.3,-,-,2019-09-09
VNET,21Vianet Group Inc,After Market Close,-0.02,-,-,2019-09-10
MCOA,Marijuana Company Of America Inc,Time Not Supplied,-,-,-,2019-09-10
IDSA,Industrial Services of America Inc,After Market Close,-,-,-,2019-09-10
AMRS,Amyris Inc,After Market Close,-0.42,-,-,2019-09-10
ACLZ,Accelerize Inc,Time Not Supplied,-,-,-,2019-09-10
PVT,Pivotal Acquisition Corp,Time Not Supplied,-,-,-,2019-09-10
BIDU,Baidu Inc,After Market Close,0.87,-,-,2019-09-10
TVTV,Wherevertv Broadcasting Corporation Inc,Time Not Supplied,-,-,-,2019-09-10
BISA,Baltic International USA Inc,Time Not Supplied,-,-,-,2019-09-10
SB,Safe Bulkers Inc,Before Market Open,0.02,-,-,2019-09-10
CLDPQ,Cloud Peak Energy Inc,After Market Close,-0.12,-,-,2019-09-10
SNZYQ,Sanchez Energy Corp,Before Market Open,-,-,-,2019-09-10
DGSE,DGSE Companies Inc,After Market Close,-,-,-,2019-09-10
CLWY,Calloway's Nursery Inc,Time Not Supplied,-,-,-,2019-09-10
EL,Estee Lauder Companies Inc,TAS,0.52,-,-,2019-09-10
SNEC,Sanchez Energy Corp,Before Market Open,-0.1,-,-,2019-09-10
WB,Weibo Corp,TAS,0.59,-,-,2019-09-10
RGS,Regis Corp,Before Market Open,0.17,-,-,2019-09-10
HMI,Huami Corp,Before Market Open,0.24,-,-,2019-09-10
TWER,Towerstream Corp,After Market Close,-,-,-,2019-09-10
SINA,SINA Corp,TAS,0.47,-,-,2019-09-10
CBAT,CBAK Energy Technology Inc,Time Not Supplied,-,-,-,2019-09-10
MDP,Meredith Corp,Before Market Open,1.18,-,-,2019-09-10
PDEX,Pro-Dex Inc,Time Not Supplied,0.12,-,-,2019-09-10
EVOL,Evolving Systems Inc,After Market Close,-,-,-,2019-09-10
IFNY,Infinity Energy Resources Inc,Time Not Supplied,-,-,-,2019-09-10
FN,Fabrinet,After Market Close,0.94,-,-,2019-09-10
FCRE,FC Global Realty Inc,Time Not Supplied,-,-,-,2019-09-10
XYF,X Financial,Before Market Open,0.22,-,-,2019-09-10
ORGN,Origen Financial Inc,After Market Close,-,-,-,2019-09-10
GTHP,Guided Therapeutics Inc,Time Not Supplied,-,-,-,2019-09-10
PHIL,PHI Group Inc,Time Not Supplied,-,-,-,2019-09-10
LEJU,Leju Holdings Ltd,Before Market Open,-,-,-,2019-09-10
INND,Innerscope Hearing Technologies Inc,Time Not Supplied,-,-,-,2019-09-10
TRNX,Taronis Technologies Inc,TAS,-0.08,-,-,2019-09-10
IQ,IQIYI Inc,After Market Close,-0.44,-,-,2019-09-10
USATP,USA Technologies Inc,Before Market Open,-,-,-,2019-09-10
INSYQ,INSYS Therapeutics Inc,After Market Close,-0.15,-,-,2019-09-10
IGOI,iGO Inc,After Market Close,-,-,-,2019-09-10
POAI,Predictive Oncology Inc,TAS,-,-,-,2019-09-10
AURX,Nuo Therapeutics Inc,After Market Close,-,-,-,2019-09-10
VYEY,Victory Oilfield Tech Inc,Time Not Supplied,-,-,-,2019-09-10
LQMT,Liquidmetal Technologies Inc,After Market Close,-,-,-,2019-09-10
MRUS,Merus NV,After Market Close,-0.53,-,-,2019-09-10
QIWI,Qiwi PLC,Before Market Open,0.3,-,-,2019-09-10
VNET,21Vianet Group Inc,After Market Close,-0.02,-,-,2019-09-11
MCOA,Marijuana Company Of America Inc,Time Not Supplied,-,-,-,2019-09-11
IDSA,Industrial Services of America Inc,After Market Close,-,-,-,2019-09-11
AMRS,Amyris Inc,After Market Close,-0.42,-,-,2019-09-11
ACLZ,Accelerize Inc,Time Not Supplied,-,-,-,2019-09-11
PVT,Pivotal Acquisition Corp,Time Not Supplied,-,-,-,2019-09-11
BIDU,Baidu Inc,After Market Close,0.87,-,-,2019-09-11
TVTV,Wherevertv Broadcasting Corporation Inc,Time Not Supplied,-,-,-,2019-09-11
BISA,Baltic International USA Inc,Time Not Supplied,-,-,-,2019-09-11
SB,Safe Bulkers Inc,Before Market Open,0.02,-,-,2019-09-11
CLDPQ,Cloud Peak Energy Inc,After Market Close,-0.12,-,-,2019-09-11
SNZYQ,Sanchez Energy Corp,Before Market Open,-,-,-,2019-09-11
DGSE,DGSE Companies Inc,After Market Close,-,-,-,2019-09-11
CLWY,Calloway's Nursery Inc,Time Not Supplied,-,-,-,2019-09-11
EL,Estee Lauder Companies Inc,TAS,0.52,-,-,2019-09-11
SNEC,Sanchez Energy Corp,Before Market Open,-0.1,-,-,2019-09-11
WB,Weibo Corp,TAS,0.59,-,-,2019-09-11
RGS,Regis Corp,Before Market Open,0.17,-,-,2019-09-11
HMI,Huami Corp,Before Market Open,0.24,-,-,2019-09-11
TWER,Towerstream Corp,After Market Close,-,-,-,2019-09-11
SINA,SINA Corp,TAS,0.47,-,-,2019-09-11
CBAT,CBAK Energy Technology Inc,Time Not Supplied,-,-,-,2019-09-11
MDP,Meredith Corp,Before Market Open,1.18,-,-,2019-09-11
PDEX,Pro-Dex Inc,Time Not Supplied,0.12,-,-,2019-09-11
EVOL,Evolving Systems Inc,After Market Close,-,-,-,2019-09-11
IFNY,Infinity Energy Resources Inc,Time Not Supplied,-,-,-,2019-09-11
FN,Fabrinet,After Market Close,0.94,-,-,2019-09-11
FCRE,FC Global Realty Inc,Time Not Supplied,-,-,-,2019-09-11
XYF,X Financial,Before Market Open,0.22,-,-,2019-09-11
ORGN,Origen Financial Inc,After Market Close,-,-,-,2019-09-11
GTHP,Guided Therapeutics Inc,Time Not Supplied,-,-,-,2019-09-11
PHIL,PHI Group Inc,Time Not Supplied,-,-,-,2019-09-11
LEJU,Leju Holdings Ltd,Before Market Open,-,-,-,2019-09-11
INND,Innerscope Hearing Technologies Inc,Time Not Supplied,-,-,-,2019-09-11
TRNX,Taronis Technologies Inc,TAS,-0.08,-,-,2019-09-11
IQ,IQIYI Inc,After Market Close,-0.44,-,-,2019-09-11
USATP,USA Technologies Inc,Before Market Open,-,-,-,2019-09-11
INSYQ,INSYS Therapeutics Inc,After Market Close,-0.15,-,-,2019-09-11
IGOI,iGO Inc,After Market Close,-,-,-,2019-09-11
POAI,Predictive Oncology Inc,TAS,-,-,-,2019-09-11
AURX,Nuo Therapeutics Inc,After Market Close,-,-,-,2019-09-11
VYEY,Victory Oilfield Tech Inc,Time Not Supplied,-,-,-,2019-09-11
LQMT,Liquidmetal Technologies Inc,After Market Close,-,-,-,2019-09-11
MRUS,Merus NV,After Market Close,-0.53,-,-,2019-09-11
QIWI,Qiwi PLC,Before Market Open,0.3,-,-,2019-09-11
VNET,21Vianet Group Inc,After Market Close,-0.02,-,-,2019-09-12
MCOA,Marijuana Company Of America Inc,Time Not Supplied,-,-,-,2019-09-12
IDSA,Industrial Services of America Inc,After Market Close,-,-,-,2019-09-12
AMRS,Amyris Inc,After Market Close,-0.42,-,-,2019-09-12
ACLZ,Accelerize Inc,Time Not Supplied,-,-,-,2019-09-12
PVT,Pivotal Acquisition Corp,Time Not Supplied,-,-,-,2019-09-12
BIDU,Baidu Inc,After Market Close,0.87,-,-,2019-09-12
TVTV,Wherevertv Broadcasting Corporation Inc,Time Not Supplied,-,-,-,2019-09-12
BISA,Baltic International USA Inc,Time Not Supplied,-,-,-,2019-09-12
SB,Safe Bulkers Inc,Before Market Open,0.02,-,-,2019-09-12
CLDPQ,Cloud Peak Energy Inc,After Market Close,-0.12,-,-,2019-09-12
SNZYQ,Sanchez Energy Corp,Before Market Open,-,-,-,2019-09-12
DGSE,DGSE Companies Inc,After Market Close,-,-,-,2019-09-12
CLWY,Calloway's Nursery Inc,Time Not Supplied,-,-,-,2019-09-12
EL,Estee Lauder Companies Inc,TAS,0.52,-,-,2019-09-12
SNEC,Sanchez Energy Corp,Before Market Open,-0.1,-,-,2019-09-12
WB,Weibo Corp,TAS,0.59,-,-,2019-09-12
RGS,Regis Corp,Before Market Open,0.17,-,-,2019-09-12
HMI,Huami Corp,Before Market Open,0.24,-,-,2019-09-12
TWER,Towerstream Corp,After Market Close,-,-,-,2019-09-12
SINA,SINA Corp,TAS,0.47,-,-,2019-09-12
CBAT,CBAK Energy Technology Inc,Time Not Supplied,-,-,-,2019-09-12
MDP,Meredith Corp,Before Market Open,1.18,-,-,2019-09-12
PDEX,Pro-Dex Inc,Time Not Supplied,0.12,-,-,2019-09-12
EVOL,Evolving Systems Inc,After Market Close,-,-,-,2019-09-12
IFNY,Infinity Energy Resources Inc,Time Not Supplied,-,-,-,2019-09-12
FN,Fabrinet,After Market Close,0.94,-,-,2019-09-12
FCRE,FC Global Realty Inc,Time Not Supplied,-,-,-,2019-09-12
XYF,X Financial,Before Market Open,0.22,-,-,2019-09-12
ORGN,Origen Financial Inc,After Market Close,-,-,-,2019-09-12
GTHP,Guided Therapeutics Inc,Time Not Supplied,-,-,-,2019-09-12
PHIL,PHI Group Inc,Time Not Supplied,-,-,-,2019-09-12
LEJU,Leju Holdings Ltd,Before Market Open,-,-,-,2019-09-12
INND,Innerscope Hearing Technologies Inc,Time Not Supplied,-,-,-,2019-09-12
TRNX,Taronis Technologies Inc,TAS,-0.08,-,-,2019-09-12
IQ,IQIYI Inc,After Market Close,-0.44,-,-,2019-09-12
USATP,USA Technologies Inc,Before Market Open,-,-,-,2019-09-12
INSYQ,INSYS Therapeutics Inc,After Market Close,-0.15,-,-,2019-09-12
IGOI,iGO Inc,After Market Close,-,-,-,2019-09-12
POAI,Predictive Oncology Inc,TAS,-,-,-,2019-09-12
AURX,Nuo Therapeutics Inc,After Market Close,-,-,-,2019-09-12
